0xffe9fdbc,PT_CompleteSynchroWrite_FW
0xffea0774,PT_DoAELock_FW
0xffea0754,PT_DoAFLock_FW
0xffe9fdcc,PT_EraseAllFile_FW
0xffea04cc,PT_FinishBatteryTest_FW
0xffea0514,PT_GetBatteryLevel_FW
0xffea000c,PT_GetLocalDateAndTimeString_FW
0xffe9ffa8,PT_GetLocalDateString_FW
0xffea0108,PT_GetLocalDayString_FW
0xffea0164,PT_GetLocalHourMinSecString_FW
0xffea00b4,PT_GetLocalMonthString_FW
0xffe9ff4c,PT_GetLocalTimeString_FW
0xffea0060,PT_GetLocalYearString_FW
0xffea05fc,PT_GetLowBatLv_FW
0xffea052c,PT_GetPreWeakBatLv_FW
0xffe9fea0,PT_GetPropertyCaseInt_FW
0xffe9fe8c,PT_GetPropertyCaseString_FW
0xffea0664,PT_GetSysLowBatLv_FW
0xffe9fe30,PT_GetSystemTime
0xffe9fe30,PT_GetSystemTime_FW
0xffea0594,PT_GetWeakBatLv_FW
0xffea0250,PT_LCD_BkColor_FW
0xffea030c,PT_LCD_BkColorDef_FW
0xffea07a4,PT_MFOff_FW
0xffea0794,PT_MFOn_FW
0xffe9fe04,PT_mod_FW
0xffea0740,PT_MoveDigitalZoomAt_FW
0xffea0720,PT_MoveDigitalZoomToTele_FW
0xffea0730,PT_MoveDigitalZoomToWide
0xffea0730,PT_MoveDigitalZoomToWide_FW
0xffea06f4,PT_MoveOpticalZoomAt
0xffea06f4,PT_MoveOpticalZoomAt_FW
0xffea06cc,PT_MoveOpticalZoomToTele_FW
0xffea06e0,PT_MoveOpticalZoomToWide_FW
0xffe9fdac,PT_MovieRecordStopped_FW
0xffe9fd84,PT_NextShootAvailable_FW
0xffea01f4,PT_PlaySound
0xffea01f4,PT_PlaySound_FW
0xffe9fd7c,PT_RecreviewAvailable_FW
0xffea020c,PT_SetMessage_FW
0xffe9fe64,PT_SetPropertyCaseInt_FW
0xffe9fe50,PT_SetPropertyCaseString_FW
0xffea0478,PT_StartBatteryTest_FW
0xffea0234,PT_UndispMessage_FW
0xffea0784,PT_UnlockAE_FW
0xffea0764,PT_UnlockAF_FW
0xffeccb30,PTM_AllResetProperty_FW
0xffeccb20,PTM_AllResetToFactorySetting_FW
0xffecd8ac,PTM_BackupUIProperty_FW
0xffecd864,PTM_GetCurrentItem_FW
0xffeccd28,PTM_GetWorkingCaptureMode_FW
0xffecd87c,PTM_NextItem_FW
0xffecd05c,PTM_NotifyEndRemoteCapture_FW
0xffecd058,PTM_NotifyStartRemoteCapture_FW
0xffecd894,PTM_PrevItem_FW
0xffeccfe0,PTM_RestoreUIProperty_FW
0xffecd834,PTM_SetCurrentCaptureMode_FW
0xffecd844,PTM_SetCurrentItem_FW
0xffecd8d0,PTM_SetProprietyEnable_FW
0xffd9eacc,PTPRspnd.EnableGetTreeInfo_FW
0xffd9eb0c,PTPRspnd.EnableStorage_FW
0xffd9eac0,PTPRspnd.ResetTable_FW
0xffd9ffe8,PTPRspnd.ShowRemoteStg_FW
0xffd8e1d4,PTPRspnd.ShutDownPTPFrameworkClient_FW
0xffd8e124,PTPRspnd.StartUpPTPFrameworkClient_FW
0xffdfb8b4,PutInNdFilter_FW
0xffdfb8fc,PutOutNdFilter_FW
0xffc05994,PutsCameraLogEvent_FW
0xffcc9150,qsort
0xffd59bd8,QuietImager_FW
0xffcc9174,rand
0xffe3b6a8,Read
0xffe3b6a8,Read_FW
0xffee4e60,readdir
0xffeb5270,realloc
0xffc11bcc,Rec2PB
0xffe702f4,ReceiveMechaCircuitDataAll_FW
0xffea8524,ReceiveMessageQueue
0xffe0805c,RefreshAdjustmentTableMirror_FW
0xffcbdfec,RefreshPhysicalScreen
0xffcbdfec,RefreshPhysicalScreen_FW
0xffcb3bd8,RefreshRectangleToDialog_FW
0xffcb3d24,RefreshRegistedRectangleToDialog_FW
0xffd83b58,RefreshUSBMode_FW
0xffd8ad78,RegComEventProc_FW
0xffe00c30,RegistColorMatrix_FW
0xffcb5b6c,RegisterDialogAPIForEventProcedure_FW
0xffc0496c,RegisterEventProcedure_FW
0xffea8130,RegisterInterruptHandler
0xffc6f72c,RegisterLanguageName_FW
0xffe9affc,RegisterNRTableEvent_FW
0xffea0c70,RegisterProductTestEvent_FW
0xffcb3c60,RegisterRefreshToDialog_FW
0xffea1240,RegisterShootSeqEvent_FW
0xffeaa738,ReleaseRecursiveLock
0xffe00698,ReloadAFAdjustment_FW
0xffe00684,ReloadBPCoeffAdjustment_FW
0xffdfb074,ReloadCdsAdjustment_FW
0xffe00b40,ReloadColorAdjustment_FW
0xffe009ec,ReloadEfAdjustment_FW
0xffdfdaf4,ReloadFocusLensAdjustment_FW
0xffdfb6c4,ReloadIrisAdjustment_FW
0xffdfb88c,ReloadNdFilterAdjustment_FW
0xffdfcb78,ReloadWBAdjustment_FW
0xffdfd1ec,ReloadZoomAdjustment_FW
0xffe3b634,Remove
0xffe0a758,RemoveTransparentMemory_FW
0xffe36b40,RenameFile_Fut
0xffd42944,RenewThermoLogNo_FW
0xffdfdec8,ResetFocus_FW
0xffe67c74,ResetFocusLens
0xffe67c74,ResetFocusLens_FW
0xffe6d3cc,ResetIris_FW
0xffe6d3cc,ResetIrisEvent_FW
0xffdfd2e0,ResetZoom_FW
0xffe79048,ResetZoomLens
0xffe79048,ResetZoomLens_FW
0xffe79078,ResetZoomLensToFirst_FW
0xffe79078,ResetZoomLensToFirstPoint_FW
0xffe790ec,ResetZoomLensToTermiante_FW
0xffe790ec,ResetZoomLensToTermiantePoint_FW
0xffdfd440,ResetZoomToAdjFirstPoint_FW
0xffdfd4b8,ResetZoomToAdjTerminatePoint_FW
0xffdfd31c,ResetZoomToFirstPoint_FW
0xffdfd358,ResetZoomToTerminatePoint_FW
0xffcb3640,ResizeDialogBox_FW
0xffcb4bb0,ResizeDialogItem_FW
0xffcb4104,ResizeDialogItemToDialog_FW
0xffcb3574,ResizeVirtualWindow_FW
0xffc0812c,RomCheckSum_FW
0xffc091cc,RotateConsoleZOder_FW
0xffe07afc,SaveAdjustmentTable_FW
0xffe07b18,SaveAdjustmentValue_FW
0xffe032d8,SaveBatSenseOffsetAdjustmentTable_FW
0xffe037e0,SaveBmpVRAMData_FW
0xffe006a4,SaveBPAdjValue_FW
0xffe039b0,SaveFromImage_FW
0xffc6f728,SaveLanguageNameList_FW
0xffe038dc,SavePaletteData
0xffe038dc,SavePaletteData_FW
0xffead798,ScriptDisEnabled_FW
0xffead7ac,ScriptEnabled_FW
0xffe702b4,SendMechaCircuitData_FW
0xffec96c4,set_control_event
0xffe011cc,SetAdj_AEMode_FW
0xffdf9bec,SetAdjAEIntegSmearLimitter_FW
0xffdfb1ec,SetAdjCdsMode_FW
0xffe01118,SetAE_CdsGainValue_FW
0xffe00ec0,SetAE_ShutterSpeed
0xffe00ec0,SetAE_ShutterSpeed_FW
0xffdf9bdc,SetAEIntegAverageOBData_FW
0xffdf9208,SetAEIntegralValueProperty_FW
0xffdf91ac,SetAEIntegStrobeProperty_FW
0xffdf9804,SetAEIntegValueBit_FW
0xffdf9744,SetAEIntegWindowsMode_FW
0xffcb4a5c,SetAttributeToDialogItem_FW
0xffecbda8,SetAutoShutdownTime
0xffecbda8,SetAutoShutdownTime_FW
0xffcb3b84,SetBackgroundColorToDialogBox_FW
0xffdd7fdc,SetBattCheckMode_FW
0xffe00664,SetBPFForBestPintCorrect_FW
0xffdfb148,SetCDSGain_FW
0xffdfb190,SetCDSGainStep_FW
0xffdfb148,SetCdsGainValue_FW
0xffc183b4,SetCurrentCaptureModeType
0xffc183b4,SetCurrentCaptureModeType_FW
0xffcb9a58,SetCurrentPalette_FW
0xffe03300,SetDate_FW
0xffe034c0,SetDay_FW
0xffe7644c,SetDCMotorWaitTime_FW
0xffdf9c04,SetDefaultAEIntegSmearLimitter_FW
0xffcb41c4,SetDefaultMovingFocusToDialog_FW
0xffe11f00,SetDefaultRecParameter_FW
0xffe12460,SetDefectRecParameter_FW
0xffdfb024,SetDeltaCDSGain_FW
0xffe05e18,SetDUIDFixFlag_FW
0xffe05d38,SetDurianMode_FW
0xffea7e0c,SetEventFlag
0xffe009e4,SetExStrobeMode_FW
0xffe05da0,SetFactoryMode_FW
0xffe3b7fc,SetFileAttributes
0xffcb3938,SetFocusDirectionToDialogItem_FW
0xffcb3948,SetFocusItemToDialogItem_FW
0xffe68234,SetFocusLensCondition_FW
0xffe68370,SetFocusLensDefaultPullOutTable_FW
0xffe68470,SetFocusLensMaxSpeedLimit_FW
0xffe68104,SetFocusLensSpeed_FW
0xffe68140,SetFocusLensSpeedTable_FW
0xffdff738,SetFocusScanAutoStopProperty_FW
0xffcb3ff0,SetFocusScopeToDialog_FW
0xffc02548,SetHClk18MHz_FW
0xffc02514,SetHClk36MHz_FW
0xffc024b8,SetHClk72MHz_FW
0xffe03530,SetHour_FW
0xffc0417c,SetHPTimerAfterNow
0xffc04208,SetHPTimerAfterTimeout
0xffe032e8,SetImageMode_FW
0xffe032c4,SetInputVoltage_FW
0xffe037a8,SetLangMenuType_FW
0xffc023d8,SetLClk18MHz_FW
0xffc023c8,SetLClk36MHz_FW
0xffc023b8,SetLClk72MHz_FW
0xffdf9b3c,SetLineDefMarkThroughMode_FW
0xffec99b0,SetLogicalEventActive
0xffc02634,SetMClk18MHz_FW
0xffc02600,SetMClk36MHz_FW
0xffc025a4,SetMClk72MHz_FW
0xffe71d4c,SetMechaShutterCloseDacSetting_FW
0xffe71d68,SetMechaShutterOpenDacSetting_FW
0xffe71d84,SetMechaShutterWaitTimeSetting_FW
0xffe0359c,SetMinute_FW
0xffd5c414,SetMontblancVSize_FW
0xffe0345c,SetMonth_FW
0xffe005bc,SetMultiWinPos_FW
0xffe720a4,SetNdDacSetting_FW
0xffdfb0bc,SetObClamp_FW
0xffdfb0bc,SetObClampValue_FW
0xffcb41a0,SetOriginTypeToDialog_FW
0xffcb658c,SetPaletteToPhysicalScreen_FW
0xffe76354,SetPMByGpio_FW
0xffc0bb80,SetPropertyCase
0xffcb4974,SetPropertyToDialogItem_FW
0xffcb36b0,SetPropertyToDialogItemWithID_FW
0xffddc390,SetRawSWCheckMode_FW
0xffdfcac0,SetReferenceWBGainForCalibration_FW
0xffec9a14,SetScriptMode
0xffec9a14,SetScriptMode_FW
0xffdd54b8,SetSDPwrPort_FW
0xffe0360c,SetSecond_FW
0xffe12434,SetSensitiveDefectRecParameter_FW
0xffe1244c,SetSensitiveRecParameter_FW
0xffdfb414,SetShutterSpeed_FW
0xffdfb3a0,SetShutterSpeedWithMecha_FW
0xffd5a160,SetSmearOff_FW
0xffd5a14c,SetSmearOn_FW
0xffea8178,SetSR
0xffd5a004,SetStartLineForNarrowDraft_FW
0xffcb9a68,SetSystemColorMode_FW
0xffc03860,SetTimerAfter
0xffc038fc,SetTimerWhen
0xffdfcaf0,SetToolCorrectCoefficient_FW
0xffd83b40,SetUSBToDCPMode_FW
0xffd83b2c,SetUSBToPTPMode_FW
0xffe01a14,SetVideoOutType_FW
0xffdfca7c,SetWBYlStandardWidth_FW
0xffdf967c,SetWhiteCoefficient_FW
0xffe033f4,SetYear_FW
0xffcb644c,SetYUVPaletteIndex_FW
0xffe762d4,SetZoomActuatorSpeedPPS_FW
0xffdfd840,SetZoomLensControlGain_FW
0xffe79280,SetZoomLensSpeedMode_FW
0xffea494c,ShowAllTaskInfo_FW
0xffecbac8,ShowAutoShutdownTime_FW
0xffdd8064,ShowBattCheckMode_FW
0xffdd8158,ShowBattChkAdj_FW
0xffc05b40,ShowCameraLog_FW
0xffc05a9c,ShowCameraLogInfo_FW
0xffe00e28,ShowCurrentExp_FW
0xffe07ab0,ShowDefaultAdjTableVersion_FW
0xffecc300,ShowErrorNumberList_FW
0xffe683e0,ShowFocusLensCurrentSpeedTable_FW
0xffc6f6ec,ShowLanguageNameList_FW
0xffec7c40,ShowLogicalEventName_FW
0xffe6ca8c,ShowMechaMacro_FW
0xffddc29c,ShowPhySwStatus_FW
0xffddc440,ShowSDStatus_FW
0xffe0a644,ShowTransparentMemory_FW
0xffc7b9ec,shutdownDirectPrintUI_FW
0xffcb6294,ShutdownGUISystem_FW
0xffc69f40,ShutdownPlayAllMenu_FW
0xffc6363c,ShutdownPlayModeMenu_FW
0xffc636e8,ShutdownPlayModeMenuWithoutPbRedraw_FW
0xffc69ec8,ShutdownRecAllMenu_FW
0xffc634f4,ShutdownRecModeMenu_FW
0xffe01548,SleepAE_FW
0xffea963c,SleepTask
0xffea963c,SleepTask_FW
0xffccd4c4,sprintf_FW
0xffcc9198,srand
0xffe99fa8,SS_DumpImgPrcssBuf_FW
0xffcce618,sscanf_FW
0xffdf9930,StartAEIntegralService_FW
0xffe0fa2c,StartContiMovieFrame_FW
0xffe0054c,StartDigiconFocusScan_FW
0xffdffe48,StartDigiconService_FW
0xffc769e4,StartDirectTransferManager_FW
0xffc7b038,StartDpConnect_FW
0xffc7d464,StartDpDpofMenu_FW
0xffc7e484,StartDpDpofPrinting_FW
0xffc7f2e0,StartDpDpofStopReconfirm_FW
0xffc82c48,StartDpMainMenu_FW
0xffc9a7e4,StartDpMovieMenu_FW
0xffc60240,StartDpofPlayLoading_FW
0xffc845ec,StartDpPrinting_FW
0xffc85950,StartDpsDpofMenu_FW
0xffc9d584,StartDpsIdPhotoMenu_FW
0xffc8c028,StartDpsMainMenu_FW
0xffc91cc4,StartDpsStop_FW
0xffc92df0,StartDpStopReconfirm_FW
0xffc94e90,StartDpStyleMenu_FW
0xffc98894,StartDpTrimming_FW
0xffc77080,StartDtConfirmMenu_FW
0xffc77928,StartDtExecuteMenu_FW
0xffe01b00,StartEVFDrive_FW
0xffe01ab4,StartEVFDriveWithMode_FW
0xffe06014,StartFactoryModeController_FW
0xffc6cc24,StartFirmInfoMenu_FW
0xffdffbd8,StartFocusScan_FW
0xffdff860,StartFocusScanWithAutoStop_FW
0xffdff760,StartFocusScanWithAutoStopFix_FW
0xffdff914,StartFocusScanWithMode_FW
0xffdffb48,StartFocusScanWithRange_FW
0xffcb6170,StartGUISystem_FW
0xffe09b14,StartLogOut_FW
0xffdffc78,StartMultiWinFocusScan_FW
0xffc63388,StartPlayModeMenu_FW
0xffc5d3f8,StartPrintOrderMenu_FW
0xffc63454,StartRecModeMenu
0xffc63454,StartRecModeMenu_FW
0xffe12ea0,StartSoundPlay_FW
0xffe12c44,StartSoundRecord_FW
0xffc2f334,StartSwitchViewFinder_FW
0xffc60958,StartTransferOrderMenu_FW
0xffc0d4e0,StartUARTRedirect_FW
0xffc07d58,StartWDT_FW
0xffee4f5c,stat
0xffee88a4,StepActivateImager_FW
0xffd5a034,StillOnMovieTest_FW
0xffdf9844,StopAEIntegralService_FW
0xffc05e20,StopCameraLog_FW
0xffc0239c,StopClockSaver_FW
0xffe0fa38,StopContiMovieFrame_FW
0xffe020f0,StopContinuousVRAMData_FW
0xffdffec8,StopDigiconService_FW
0xffc7b2b0,StopDpConnect_FW
0xffc6042c,StopDpofPlayLoading_FW
0xffe01a74,StopEVFDrive_FW
0xffdffb3c,StopFocusScan_FW
0xffe096dc,StopLogOut_FW
0xffc2f388,StopSwitchViewFinder_FW
0xffc77160,StoptDtConfirmMenu_FW
0xffc77a70,StoptDtExecuteMenu_FW
0xffc0d4f8,StopUARTRedirect_FW
0xffc07dd4,StopWDT_FW
0xffcc99c4,strcat
0xffcc99f0,strchr
0xffcc9a14,strcmp
0xffcc9a14,strcmp_FW
0xffcc9ba8,strcpy
0xffcc9ba8,strcpy_FW
0xffccb230,strftime
0xffcc9d0c,strlen
0xffcc9d0c,strlen_FW
0xffcc9d70,strncmp
0xffcc9db4,strncpy
0xffe0f380,StrobeChargeCompForTestRec_FW
0xffcc9dfc,strpbrk
0xffcc9e38,strrchr
0xffcc958c,strtol
0xffcc9734,strtoul
0xffe01998,SwitchOffDisplay_FW
0xffe019cc,SwitchOnDisplay_FW
0xffc2f3b4,SwitchViewFinder_FW
0xffc60454,SyncStopDpofPlayLoading_FW
0xffc08368,SystemEventDelete_FW
0xffc083a0,SystemEventInit_FW
0xffea90ec,TakeSemaphore
0xffea90ec,TakeSemaphore_FW
0xffcf2a4c,task_AfIntSrvTask
0xffcf3734,task_AFTask
0xffddd91c,task_AudioTsk
0xffe81d74,task_AviRead
0xfff142a4,task_AviWrite
0xffdda2ac,task_BeepTask
0xffd41600,task_BrtMsrTask
0xffc0b538,task_Bye
0xffe94374,task_CaptSeq
0xffe94374,task_CaptSeqTask
0xffc02690,task_ClockSave
0xffd889a8,task_CnctEntiRcv
0xffd8859c,task_CnctEntiSnd
0xffd55304,task_CntFlashTask
0xffc141dc,task_CommonDrivers
0xffe205c0,task_ConfirmPrintOrder
0xffe205c0,task_ConfirmTransferOrder
0xffc09688,task_ConsoleSvr
0xffe97fd4,task_CreateHeaderTask
0xfff040bc,task_CtgTotalTask
0xffec37dc,task_CtrlSrv
0xffe65020,task_CZ
0xffdb23d4,task_DcpTrnCtrl
0xffdb2278,task_DcpTrnTrns
0xffd48034,task_DevelopModule
0xffc2d6f0,task_DSITask
0xffe97e1c,task_DvlpSeqTask
0xffd54644,task_EFChargeT
0xffe1c61c,task_EnterDPOFAllOrdersTask
0xffd87338,task_EntiCtrl
0xffd8ceec,task_EvntExec
0xffd1ae18,task_ExpDrv
0xffd1ae18,task_ExpDrvTask
0xffc26860,task_FaceFrame
0xffde88cc,task_Fencing
0xffe25724,task_FileManMarkAllTask
0xffe3186c,task_FileScheduleTask
0xffe32ad8,task_FileWrite
0xffe32ad8,task_FileWriteTask
0xffe506e4,task_FilYuvMaker
0xffe9a670,task_FlushWriteCacheTask
0xffe7d044,task_FocusEvent
0xffe17b58,task_FolderCreateCheckTask
0xffe3407c,task_FORMAT_TASK_NAME
0xffe34000,task_FORMAT_TASK_PROGRESS
0xffd44b80,task_FramePosition
0xffe3bca0,task_FsIoNotifyTask
0xffddf570,task_FWDDATA
0xffd5baa0,task_ImageSensorTask
0xffe5ad54,task_ImgPlayDrv
0xffc1419c,task_InitFileModules
0xffdd3274,task_LcdConTask
0xffddaf0c,task_LEDCon
0xffe6dabc,task_LensController
0xffc09824,task_LowConsole
0xffe7dfa8,task_MechaShutter
0xffe9b5b8,task_MovieCtrlTask
0xffe84704,task_MoviePlay
0xfff11a10,task_MovieRecord
0xffe7e844,task_NdActuator
0xffd3be78,task_OBCtrlTask
0xffddb9f0,task_PhySw
0xffd9a0cc,task_PreLoadTask
0xffea03b8,task_PT_BatTestTask
0xffd94608,task_PTPSessionTASK
0xffdae710,task_RAPI_Task
0xffdab2d0,task_RapiRevr
0xffe3786c,task_ReadAsyncTask
0xffe5e528,task_RedEyeCapt
0xffe5c584,task_RedEyePly
0xffd8bac8,task_ReqRecev
0xffe4f940,task_SD1stInit
0xffd89120,task_SesnDaem
0xffd87b34,task_SesnMngr
0xffe932a4,task_ShootSeqTask
0xffea25ec,task_SoundPlay
0xffea1670,task_SoundRecord
0xffd5ed34,task_SsgMainTask
0xffd5f064,task_SsgPeriodTask
0xffe93824,task_SsStartupTask
0xffc01b90,task_Startup
0xffc10164,task_StartupImage
0xffd83018,task_SynchTask
0xffd82f58,task_SyncPeriod
0xffdd8ecc,task_TempCheck
0xffd6c0d8,task_TgTask
0xffde056c,task_Thermometer
0xffd8a504,task_TimerUtility
0xffda1600,task_TrnsCtrlTask
0xffc0d020,task_UartLog
0xffc0cb10,task_UartSio
0xffea2fcc,task_WavRead
0xffea3cb0,task_WavWrite
0xffd29564,task_WBCtrl
0xffce84c0,task_WBIntegTask
0xffc07b08,task_WdtPrint
0xffc07c30,task_WdtReset
0xffe759c0,task_ZoomEvent
0xffcd4358,taskCreateHookAdd
0xffcd4294,taskDeleteHookAdd
0xffcdbefc,taskLock
0xffcdb738,taskName
0xffcdbb1c,taskResume
0xffcdb948,taskSuspend
0xffcdbfa4,taskUnlock
0xffdf7fb8,TerminateAdjustmentSystem_FW
0xffdb0a50,TerminateDCPClassFunctions_FW
0xffe0f9d4,TerminateDigicon_FW
0xffc5c474,TerminateDpofUI_FW
0xffe12f08,TerminateSoundRec_FW
0xffe0f4f4,TerminateTestRec_FW
0xffccb25c,time
0xffcc5d80,tolower
0xffcc5d90,toupper
0xffcb3ec8,TransferBitmapToDialog_FW
0xffcb3e58,TransferRectangleToDialog_FW
0xffea8b64,TryPostMessageQueue
0xffea8798,TryReceiveMessageQueue
0xffea9284,TryTakeSemaphore
0xffdd9bd4,TurnOff_LoadTest_DebugMode_FW
0xffe64bd8,TurnOffAFLamp_FW
0xffc304cc,TurnOffBackLight
0xffdd0cf4,TurnOffDisplay
0xffe72074,TurnOffNdFilter_FW
0xffe72074,TurnOffNdFilterEvent_FW
0xffdde154,TurnOffVideoOutMode_FW
0xffdd9bc0,TurnOn_LoadTest_DebugMode_FW
0xffe64bc0,TurnOnAFLamp_FW
0xffc3049c,TurnOnBackLight
0xffdd0ce4,TurnOnDisplay
0xffe72044,TurnOnNdFilter_FW
0xffe72044,TurnOnNdFilterEvent_FW
0xffdde0bc,TurnOnVideoOutMode_FW
0xffc0f80c,UI_RegistDebugEventProc_FW
0xffc0f080,UI_ShowStateOfRecMode_FW
0xffc30ce4,UiComIF_SendEventToUI_FW
0xffec9a24,UiEvnt_ShowBitMaps_FW
0xffec9a84,UiEvnt_StartDisguiseCradleStatus_FW
0xffec9a98,UiEvnt_StopDisguiseCradleStatus_FW
0xffc0f43c,UIFS_Capture_FW
0xffc0f44c,UIFS_CaptureNoneStop_FW
0xffc0f274,UIFS_ClosePopupStrobe_FW
0xffc0f2a8,UIFS_MountExtFlash_FW
0xffc0f240,UIFS_OpenPopupStrobe_FW
0xffc0f310,UIFS_PressTeleButton_FW
0xffc0f344,UIFS_PressWideButton_FW
0xffc0f3a4,UIFS_RestartPostingUIEvent_FW
0xffc0f3ec,UIFS_SetCaptureModeToM_FW
0xffc0f428,UIFS_SetCaptureModeToMacro_FW
0xffc0f3b0,UIFS_SetCaptureModeToP_FW
0xffc0f470,UIFS_SetCradleSetting_FW
0xffc0f220,UIFS_SetDialMovieRec_FW
0xffc0f230,UIFS_SetDialPlay_FW
0xffc0f210,UIFS_SetDialStillRec_FW
0xffc0f458,UIFS_StartMovieRecord_FW
0xffc0f464,UIFS_StopMovieRecord_FW
0xffc0f398,UIFS_StopPostingUIEvent_FW
0xffc0f2dc,UIFS_UnmountExtFlash_FW
0xffcac278,UiMemory_Show_FW
0xffcb3b5c,UndisplayDialogBox_FW
0xffe0588c,UndisplayFactoryMode_FW
0xffead76c,UnLoadScript_FW
0xffe90434,UnlockAE
0xffea10c8,UnlockAE_FW
0xffe8ff30,UnlockAF
0xffea10a8,UnlockAF_FW
0xffecbf3c,UnlockMainPower
0xffecbf3c,UnlockMainPower_FW
0xffcb422c,UnlockRefreshDialog_FW
0xffe3a9e0,Unmount_FileSystem
0xffe00c74,UnregistColorMatrix_FW
0xffea8154,UnregisterInterruptHandler
0xffe3ab34,UpdateMBROnFlash
0xffdd9568,VbattGet
0xffdd9568,VbattGet_FW
0xffeaaf74,VerifyByte_FW
0xffd5cc20,VirtualHeadError_FW
0xffd62790,VirtualImageTimeOut_FW
0xffccd460,vsprintf
0xffc08694,Wait_FW
0xffea7dfc,WaitForAllEventFlag
0xffea7dec,WaitForAnyEventFlag
0xffea7c48,WaitForEventFlag
0xffd5a018,WithdrawalImagerForEmergency_FW
0xffc01e54,wrapped_malloc
0xffe3b6b4,Write
0xffe3b6b4,write
0xffe3b6b4,Write_FW
0xffe0831c,WRITEADJTABLETOFROM_FW
0xffe4d9a8,WriteSDCard
0xffead174,WriteToRom_FW
0xffc24980,ZoomCon_ShowState_FW
